2022-11-28 02:40:12 | INFO     | DF | Running on torch 1.13.0+cu117
2022-11-30 02:41:14 | INFO     | DF | Found checkpoint /home/tester/bokleong/dl_project_eval/DeepFilterNet/models/df2_shrunk/checkpoints/model_30.ckpt.best with epoch 30
2022-11-30 02:41:14 | INFO     | DF | Running on device cuda:2
2022-11-30 02:41:14 | INFO     | DF | Model loaded
2022-11-30 02:41:15 | INFO     | DF | Enhanced noisy audio file 'noisy1_SNRdb_20.0_clnsp1.wav' in 0.2s (RT factor: 0.048)
2022-11-30 02:41:16 | INFO     | DF | Running on torch 1.13.0+cu117
2022-11-30 02:41:16 | INFO     | DF | Running on host workstation3
2022-11-30 02:41:16 | INFO     | DF | Loading model settings of df2_shrunk
2022-11-30 02:41:16 | INFO     | DF | Initializing model `deepfilternet2`
2022-11-30 02:41:17 | INFO     | DF | Found checkpoint /home/tester/bokleong/dl_project_eval/DeepFilterNet/models/df2_shrunk/checkpoints/model_30.ckpt.best with epoch 30
2022-11-30 02:41:17 | INFO     | DF | Running on device cuda:2
2022-11-30 02:41:17 | INFO     | DF | Model loaded
2022-11-30 02:41:17 | INFO     | DF | Enhanced noisy audio file 'noisy1_SNRdb_30.0_clnsp1.wav' in 0.2s (RT factor: 0.048)
2022-11-30 02:41:18 | INFO     | DF | Running on torch 1.13.0+cu117
2022-11-30 02:41:18 | INFO     | DF | Running on host workstation3
2022-11-30 02:41:18 | INFO     | DF | Loading model settings of df2_shrunk
2022-11-30 02:41:18 | INFO     | DF | Initializing model `deepfilternet2`
2022-11-30 02:41:19 | INFO     | DF | Found checkpoint /home/tester/bokleong/dl_project_eval/DeepFilterNet/models/df2_shrunk/checkpoints/model_30.ckpt.best with epoch 30
2022-11-30 02:41:19 | INFO     | DF | Running on device cuda:2
2022-11-30 02:41:19 | INFO     | DF | Model loaded
2022-11-30 02:41:20 | INFO     | DF | Enhanced noisy audio file 'noisy1_SNRdb_40.0_clnsp1.wav' in 0.2s (RT factor: 0.048)
2022-11-30 02:41:21 | INFO     | DF | Running on torch 1.13.0+cu117
2022-11-30 02:41:21 | INFO     | DF | Running on host workstation3
2022-11-30 02:41:21 | INFO     | DF | Loading model settings of df2_shrunk
2022-11-30 02:41:21 | INFO     | DF | Initializing model `deepfilternet2`
2022-11-30 02:41:22 | INFO     | DF | Found checkpoint /home/tester/bokleong/dl_project_eval/DeepFilterNet/models/df2_shrunk/checkpoints/model_30.ckpt.best with epoch 30
2022-11-30 02:41:22 | INFO     | DF | Running on device cuda:2
2022-11-30 02:41:22 | INFO     | DF | Model loaded
2022-11-30 02:41:22 | INFO     | DF | Enhanced noisy audio file 'noisy2_SNRdb_0.0_clnsp2.wav' in 0.2s (RT factor: 0.031)
2022-11-30 02:41:23 | INFO     | DF | Running on torch 1.13.0+cu117
2022-11-30 02:41:23 | INFO     | DF | Running on host workstation3
2022-11-30 02:41:23 | INFO     | DF | Loading model settings of df2_shrunk
2022-11-30 02:41:23 | INFO     | DF | Initializing model `deepfilternet2`
2022-11-30 02:41:24 | INFO     | DF | Found checkpoint /home/tester/bokleong/dl_project_eval/DeepFilterNet/models/df2_shrunk/checkpoints/model_30.ckpt.best with epoch 30
2022-11-30 02:41:24 | INFO     | DF | Running on device cuda:2
2022-11-30 02:41:24 | INFO     | DF | Model loaded
2022-11-30 02:41:24 | INFO     | DF | Enhanced noisy audio file 'noisy2_SNRdb_10.0_clnsp2.wav' in 0.2s (RT factor: 0.032)
2022-11-30 02:41:26 | INFO     | DF | Running on torch 1.13.0+cu117
2022-11-30 02:41:26 | INFO     | DF | Running on host workstation3
2022-11-30 02:41:26 | INFO     | DF | Loading model settings of df2_shrunk
2022-11-30 02:41:26 | INFO     | DF | Initializing model `deepfilternet2`
2022-11-30 02:41:27 | INFO     | DF | Found checkpoint /home/tester/bokleong/dl_project_eval/DeepFilterNet/models/df2_shrunk/checkpoints/model_30.ckpt.best with epoch 30
2022-11-30 02:41:27 | INFO     | DF | Running on device cuda:2
2022-11-30 02:41:27 | INFO     | DF | Model loaded
2022-11-30 02:41:27 | INFO     | DF | Enhanced noisy audio file 'noisy2_SNRdb_20.0_clnsp2.wav' in 0.2s (RT factor: 0.032)
2022-11-30 02:41:28 | INFO     | DF | Running on torch 1.13.0+cu117
2022-11-30 02:41:28 | INFO     | DF | Running on host workstation3
2022-11-30 02:41:28 | INFO     | DF | Loading model settings of df2_shrunk
2022-11-30 02:41:28 | INFO     | DF | Initializing model `deepfilternet2`
2022-11-30 02:41:29 | INFO     | DF | Found checkpoint /home/tester/bokleong/dl_project_eval/DeepFilterNet/models/df2_shrunk/checkpoints/model_30.ckpt.best with epoch 30
2022-11-30 02:41:29 | INFO     | DF | Running on device cuda:2
2022-11-30 02:41:29 | INFO     | DF | Model loaded
2022-11-30 02:41:29 | INFO     | DF | Enhanced noisy audio file 'noisy2_SNRdb_30.0_clnsp2.wav' in 0.2s (RT factor: 0.032)
2022-11-30 02:41:31 | INFO     | DF | Running on torch 1.13.0+cu117
2022-11-30 02:41:31 | INFO     | DF | Running on host workstation3
2022-11-30 02:41:31 | INFO     | DF | Loading model settings of df2_shrunk
2022-11-30 02:41:31 | INFO     | DF | Initializing model `deepfilternet2`
2022-11-30 02:41:32 | INFO     | DF | Found checkpoint /home/tester/bokleong/dl_project_eval/DeepFilterNet/models/df2_shrunk/checkpoints/model_30.ckpt.best with epoch 30
2022-11-30 02:41:32 | INFO     | DF | Running on device cuda:2
2022-11-30 02:41:32 | INFO     | DF | Model loaded
2022-11-30 02:41:32 | INFO     | DF | Enhanced noisy audio file 'noisy2_SNRdb_40.0_clnsp2.wav' in 0.2s (RT factor: 0.032)
2022-11-30 02:41:33 | INFO     | DF | Running on torch 1.13.0+cu117
2022-11-30 02:41:33 | INFO     | DF | Running on host workstation3
2022-11-30 02:41:33 | INFO     | DF | Loading model settings of df2_shrunk
2022-11-30 02:41:33 | INFO     | DF | Initializing model `deepfilternet2`
2022-11-30 02:41:34 | INFO     | DF | Found checkpoint /home/tester/bokleong/dl_project_eval/DeepFilterNet/models/df2_shrunk/checkpoints/model_30.ckpt.best with epoch 30
2022-11-30 02:41:34 | INFO     | DF | Running on device cuda:2
2022-11-30 02:41:34 | INFO     | DF | Model loaded
2022-11-30 02:41:34 | INFO     | DF | Enhanced noisy audio file 'noisy3_SNRdb_0.0_clnsp3.wav' in 0.2s (RT factor: 0.044)
2022-11-30 02:41:35 | INFO     | DF | Running on torch 1.13.0+cu117
2022-11-30 02:41:35 | INFO     | DF | Running on host workstation3
2022-11-30 02:41:36 | INFO     | DF | Loading model settings of df2_shrunk
2022-11-30 02:41:36 | INFO     | DF | Initializing model `deepfilternet2`
2022-11-30 02:41:36 | INFO     | DF | Found checkpoint /home/tester/bokleong/dl_project_eval/DeepFilterNet/models/df2_shrunk/checkpoints/model_30.ckpt.best with epoch 30
2022-11-30 02:41:36 | INFO     | DF | Running on device cuda:2
2022-11-30 02:41:36 | INFO     | DF | Model loaded
2022-11-30 02:41:37 | INFO     | DF | Enhanced noisy audio file 'noisy3_SNRdb_10.0_clnsp3.wav' in 0.2s (RT factor: 0.044)
2022-11-30 02:41:38 | INFO     | DF | Running on torch 1.13.0+cu117
2022-11-30 02:41:38 | INFO     | DF | Running on host workstation3
2022-11-30 02:41:38 | INFO     | DF | Loading model settings of df2_shrunk
2022-11-30 02:41:38 | INFO     | DF | Initializing model `deepfilternet2`
2022-11-30 02:41:39 | INFO     | DF | Found checkpoint /home/tester/bokleong/dl_project_eval/DeepFilterNet/models/df2_shrunk/checkpoints/model_30.ckpt.best with epoch 30
2022-11-30 02:41:39 | INFO     | DF | Running on device cuda:2
2022-11-30 02:41:39 | INFO     | DF | Model loaded
2022-11-30 02:41:39 | INFO     | DF | Enhanced noisy audio file 'noisy3_SNRdb_20.0_clnsp3.wav' in 0.2s (RT factor: 0.044)
2022-11-30 02:41:40 | INFO     | DF | Running on torch 1.13.0+cu117
2022-11-30 02:41:40 | INFO     | DF | Running on host workstation3
2022-11-30 02:41:40 | INFO     | DF | Loading model settings of df2_shrunk
2022-11-30 02:41:40 | INFO     | DF | Initializing model `deepfilternet2`
2022-11-30 02:41:41 | INFO     | DF | Found checkpoint /home/tester/bokleong/dl_project_eval/DeepFilterNet/models/df2_shrunk/checkpoints/model_30.ckpt.best with epoch 30
2022-11-30 02:41:41 | INFO     | DF | Running on device cuda:2
2022-11-30 02:41:41 | INFO     | DF | Model loaded
2022-11-30 02:41:42 | INFO     | DF | Enhanced noisy audio file 'noisy3_SNRdb_30.0_clnsp3.wav' in 0.2s (RT factor: 0.045)
2022-11-30 02:41:43 | INFO     | DF | Running on torch 1.13.0+cu117
2022-11-30 02:41:43 | INFO     | DF | Running on host workstation3
2022-11-30 02:41:43 | INFO     | DF | Loading model settings of df2_shrunk
2022-11-30 02:41:43 | INFO     | DF | Initializing model `deepfilternet2`
2022-11-30 02:41:44 | INFO     | DF | Found checkpoint /home/tester/bokleong/dl_project_eval/DeepFilterNet/models/df2_shrunk/checkpoints/model_30.ckpt.best with epoch 30
2022-11-30 02:41:44 | INFO     | DF | Running on device cuda:2
2022-11-30 02:41:44 | INFO     | DF | Model loaded
2022-11-30 02:41:44 | INFO     | DF | Enhanced noisy audio file 'noisy3_SNRdb_40.0_clnsp3.wav' in 0.2s (RT factor: 0.044)
2022-11-30 02:41:45 | INFO     | DF | Running on torch 1.13.0+cu117
2022-11-30 02:41:45 | INFO     | DF | Running on host workstation3
2022-11-30 02:41:45 | INFO     | DF | Loading model settings of df2_shrunk
2022-11-30 02:41:45 | INFO     | DF | Initializing model `deepfilternet2`
2022-11-30 02:41:46 | INFO     | DF | Found checkpoint /home/tester/bokleong/dl_project_eval/DeepFilterNet/models/df2_shrunk/checkpoints/model_30.ckpt.best with epoch 30
2022-11-30 02:41:46 | INFO     | DF | Running on device cuda:2
2022-11-30 02:41:46 | INFO     | DF | Model loaded
2022-11-30 02:41:47 | INFO     | DF | Enhanced noisy audio file 'noisy4_SNRdb_0.0_clnsp4.wav' in 0.2s (RT factor: 0.042)
2022-11-30 02:41:48 | INFO     | DF | Running on torch 1.13.0+cu117
2022-11-30 02:41:48 | INFO     | DF | Running on host workstation3
2022-11-30 02:41:48 | INFO     | DF | Loading model settings of df2_shrunk
2022-11-30 02:41:48 | INFO     | DF | Initializing model `deepfilternet2`
2022-11-30 02:41:49 | INFO     | DF | Found checkpoint /home/tester/bokleong/dl_project_eval/DeepFilterNet/models/df2_shrunk/checkpoints/model_30.ckpt.best with epoch 30
2022-11-30 02:41:49 | INFO     | DF | Running on device cuda:2
2022-11-30 02:41:49 | INFO     | DF | Model loaded
2022-11-30 02:41:49 | INFO     | DF | Enhanced noisy audio file 'noisy4_SNRdb_10.0_clnsp4.wav' in 0.2s (RT factor: 0.042)
2022-11-30 02:41:50 | INFO     | DF | Running on torch 1.13.0+cu117
2022-11-30 02:41:50 | INFO     | DF | Running on host workstation3
2022-11-30 02:41:50 | INFO     | DF | Loading model settings of df2_shrunk
2022-11-30 02:41:50 | INFO     | DF | Initializing model `deepfilternet2`
2022-11-30 02:41:51 | INFO     | DF | Found checkpoint /home/tester/bokleong/dl_project_eval/DeepFilterNet/models/df2_shrunk/checkpoints/model_30.ckpt.best with epoch 30
2022-11-30 02:41:51 | INFO     | DF | Running on device cuda:2
2022-11-30 02:41:51 | INFO     | DF | Model loaded
2022-11-30 02:41:52 | INFO     | DF | Enhanced noisy audio file 'noisy4_SNRdb_20.0_clnsp4.wav' in 0.2s (RT factor: 0.042)
2022-11-30 02:41:53 | INFO     | DF | Running on torch 1.13.0+cu117
2022-11-30 02:41:53 | INFO     | DF | Running on host workstation3
2022-11-30 02:41:53 | INFO     | DF | Loading model settings of df2_shrunk
2022-11-30 02:41:53 | INFO     | DF | Initializing model `deepfilternet2`
2022-11-30 02:41:54 | INFO     | DF | Found checkpoint /home/tester/bokleong/dl_project_eval/DeepFilterNet/models/df2_shrunk/checkpoints/model_30.ckpt.best with epoch 30
2022-11-30 02:41:54 | INFO     | DF | Running on device cuda:2
2022-11-30 02:41:54 | INFO     | DF | Model loaded
2022-11-30 02:41:54 | INFO     | DF | Enhanced noisy audio file 'noisy4_SNRdb_30.0_clnsp4.wav' in 0.2s (RT factor: 0.042)
2022-11-30 02:41:55 | INFO     | DF | Running on torch 1.13.0+cu117
2022-11-30 02:41:55 | INFO     | DF | Running on host workstation3
2022-11-30 02:41:55 | INFO     | DF | Loading model settings of df2_shrunk
2022-11-30 02:41:55 | INFO     | DF | Initializing model `deepfilternet2`
2022-11-30 02:41:56 | INFO     | DF | Found checkpoint /home/tester/bokleong/dl_project_eval/DeepFilterNet/models/df2_shrunk/checkpoints/model_30.ckpt.best with epoch 30
2022-11-30 02:41:56 | INFO     | DF | Running on device cuda:2
2022-11-30 02:41:56 | INFO     | DF | Model loaded
2022-11-30 02:41:57 | INFO     | DF | Enhanced noisy audio file 'noisy4_SNRdb_40.0_clnsp4.wav' in 0.2s (RT factor: 0.043)
2022-11-30 02:41:58 | INFO     | DF | Running on torch 1.13.0+cu117
2022-11-30 02:41:58 | INFO     | DF | Running on host workstation3
2022-11-30 02:41:58 | INFO     | DF | Loading model settings of df2_shrunk
2022-11-30 02:41:58 | INFO     | DF | Initializing model `deepfilternet2`
2022-11-30 02:41:59 | INFO     | DF | Found checkpoint /home/tester/bokleong/dl_project_eval/DeepFilterNet/models/df2_shrunk/checkpoints/model_30.ckpt.best with epoch 30
2022-11-30 02:41:59 | INFO     | DF | Running on device cuda:2
2022-11-30 02:41:59 | INFO     | DF | Model loaded
2022-11-30 02:41:59 | INFO     | DF | Enhanced noisy audio file 'noisy5_SNRdb_0.0_clnsp5.wav' in 0.2s (RT factor: 0.033)
2022-11-30 02:42:00 | INFO     | DF | Running on torch 1.13.0+cu117
2022-11-30 02:42:00 | INFO     | DF | Running on host workstation3
2022-11-30 02:42:00 | INFO     | DF | Loading model settings of df2_shrunk
2022-11-30 02:42:00 | INFO     | DF | Initializing model `deepfilternet2`
2022-11-30 02:42:01 | INFO     | DF | Found checkpoint /home/tester/bokleong/dl_project_eval/DeepFilterNet/models/df2_shrunk/checkpoints/model_30.ckpt.best with epoch 30
2022-11-30 02:42:01 | INFO     | DF | Running on device cuda:2
2022-11-30 02:42:01 | INFO     | DF | Model loaded
2022-11-30 02:42:02 | INFO     | DF | Enhanced noisy audio file 'noisy5_SNRdb_10.0_clnsp5.wav' in 0.2s (RT factor: 0.034)
2022-11-30 02:42:03 | INFO     | DF | Running on torch 1.13.0+cu117
2022-11-30 02:42:03 | INFO     | DF | Running on host workstation3
2022-11-30 02:42:03 | INFO     | DF | Loading model settings of df2_shrunk
2022-11-30 02:42:03 | INFO     | DF | Initializing model `deepfilternet2`
2022-11-30 02:42:04 | INFO     | DF | Found checkpoint /home/tester/bokleong/dl_project_eval/DeepFilterNet/models/df2_shrunk/checkpoints/model_30.ckpt.best with epoch 30
2022-11-30 02:42:04 | INFO     | DF | Running on device cuda:2
2022-11-30 02:42:04 | INFO     | DF | Model loaded
2022-11-30 02:42:04 | INFO     | DF | Enhanced noisy audio file 'noisy5_SNRdb_20.0_clnsp5.wav' in 0.2s (RT factor: 0.034)
2022-11-30 02:42:05 | INFO     | DF | Running on torch 1.13.0+cu117
2022-11-30 02:42:05 | INFO     | DF | Running on host workstation3
2022-11-30 02:42:05 | INFO     | DF | Loading model settings of df2_shrunk
2022-11-30 02:42:05 | INFO     | DF | Initializing model `deepfilternet2`
2022-11-30 02:42:06 | INFO     | DF | Found checkpoint /home/tester/bokleong/dl_project_eval/DeepFilterNet/models/df2_shrunk/checkpoints/model_30.ckpt.best with epoch 30
2022-11-30 02:42:06 | INFO     | DF | Running on device cuda:2
2022-11-30 02:42:06 | INFO     | DF | Model loaded
2022-11-30 02:42:07 | INFO     | DF | Enhanced noisy audio file 'noisy5_SNRdb_30.0_clnsp5.wav' in 0.2s (RT factor: 0.034)
2022-11-30 02:42:08 | INFO     | DF | Running on torch 1.13.0+cu117
2022-11-30 02:42:08 | INFO     | DF | Running on host workstation3
2022-11-30 02:42:08 | INFO     | DF | Loading model settings of df2_shrunk
2022-11-30 02:42:08 | INFO     | DF | Initializing model `deepfilternet2`
2022-11-30 02:42:09 | INFO     | DF | Found checkpoint /home/tester/bokleong/dl_project_eval/DeepFilterNet/models/df2_shrunk/checkpoints/model_30.ckpt.best with epoch 30
2022-11-30 02:42:09 | INFO     | DF | Running on device cuda:2
2022-11-30 02:42:09 | INFO     | DF | Model loaded
2022-11-30 02:42:09 | INFO     | DF | Enhanced noisy audio file 'noisy5_SNRdb_40.0_clnsp5.wav' in 0.2s (RT factor: 0.033)
2022-11-30 02:42:10 | INFO     | DF | Running on torch 1.13.0+cu117
2022-11-30 02:42:10 | INFO     | DF | Running on host workstation3
2022-11-30 02:42:10 | INFO     | DF | Loading model settings of df2_shrunk
2022-11-30 02:42:10 | INFO     | DF | Initializing model `deepfilternet2`
2022-11-30 02:42:11 | INFO     | DF | Found checkpoint /home/tester/bokleong/dl_project_eval/DeepFilterNet/models/df2_shrunk/checkpoints/model_30.ckpt.best with epoch 30
2022-11-30 02:42:11 | INFO     | DF | Running on device cuda:2
2022-11-30 02:42:11 | INFO     | DF | Model loaded
2022-11-30 02:42:11 | INFO     | DF | Enhanced noisy audio file 'noisy6_SNRdb_0.0_clnsp6.wav' in 0.2s (RT factor: 0.031)
2022-11-30 02:42:13 | INFO     | DF | Running on torch 1.13.0+cu117
2022-11-30 02:42:13 | INFO     | DF | Running on host workstation3
2022-11-30 02:42:13 | INFO     | DF | Loading model settings of df2_shrunk
2022-11-30 02:42:13 | INFO     | DF | Initializing model `deepfilternet2`
2022-11-30 02:42:14 | INFO     | DF | Found checkpoint /home/tester/bokleong/dl_project_eval/DeepFilterNet/models/df2_shrunk/checkpoints/model_30.ckpt.best with epoch 30
2022-11-30 02:42:14 | INFO     | DF | Running on device cuda:2
2022-11-30 02:42:14 | INFO     | DF | Model loaded
2022-11-30 02:42:14 | INFO     | DF | Enhanced noisy audio file 'noisy6_SNRdb_10.0_clnsp6.wav' in 0.2s (RT factor: 0.031)
2022-11-30 02:42:15 | INFO     | DF | Running on torch 1.13.0+cu117
2022-11-30 02:42:15 | INFO     | DF | Running on host workstation3
2022-11-30 02:42:15 | INFO     | DF | Loading model settings of df2_shrunk
2022-11-30 02:42:15 | INFO     | DF | Initializing model `deepfilternet2`
2022-11-30 02:42:16 | INFO     | DF | Found checkpoint /home/tester/bokleong/dl_project_eval/DeepFilterNet/models/df2_shrunk/checkpoints/model_30.ckpt.best with epoch 30
2022-11-30 02:42:16 | INFO     | DF | Running on device cuda:2
2022-11-30 02:42:16 | INFO     | DF | Model loaded
2022-11-30 02:42:16 | INFO     | DF | Enhanced noisy audio file 'noisy6_SNRdb_20.0_clnsp6.wav' in 0.2s (RT factor: 0.031)
2022-11-30 02:42:18 | INFO     | DF | Running on torch 1.13.0+cu117
2022-11-30 02:42:18 | INFO     | DF | Running on host workstation3
2022-11-30 02:42:18 | INFO     | DF | Loading model settings of df2_shrunk
2022-11-30 02:42:18 | INFO     | DF | Initializing model `deepfilternet2`
2022-11-30 02:42:19 | INFO     | DF | Found checkpoint /home/tester/bokleong/dl_project_eval/DeepFilterNet/models/df2_shrunk/checkpoints/model_30.ckpt.best with epoch 30
2022-11-30 02:42:19 | INFO     | DF | Running on device cuda:2
2022-11-30 02:42:19 | INFO     | DF | Model loaded
2022-11-30 02:42:19 | INFO     | DF | Enhanced noisy audio file 'noisy6_SNRdb_30.0_clnsp6.wav' in 0.2s (RT factor: 0.031)
2022-11-30 02:42:20 | INFO     | DF | Running on torch 1.13.0+cu117
2022-11-30 02:42:20 | INFO     | DF | Running on host workstation3
2022-11-30 02:42:20 | INFO     | DF | Loading model settings of df2_shrunk
2022-11-30 02:42:20 | INFO     | DF | Initializing model `deepfilternet2`
2022-11-30 02:42:21 | INFO     | DF | Found checkpoint /home/tester/bokleong/dl_project_eval/DeepFilterNet/models/df2_shrunk/checkpoints/model_30.ckpt.best with epoch 30
2022-11-30 02:42:21 | INFO     | DF | Running on device cuda:2
2022-11-30 02:42:21 | INFO     | DF | Model loaded
2022-11-30 02:42:21 | INFO     | DF | Enhanced noisy audio file 'noisy6_SNRdb_40.0_clnsp6.wav' in 0.3s (RT factor: 0.031)
2022-11-30 02:42:23 | INFO     | DF | Running on torch 1.13.0+cu117
2022-11-30 02:42:23 | INFO     | DF | Running on host workstation3
2022-11-30 02:42:23 | INFO     | DF | Loading model settings of df2_shrunk
2022-11-30 02:42:23 | INFO     | DF | Initializing model `deepfilternet2`
2022-11-30 02:42:24 | INFO     | DF | Found checkpoint /home/tester/bokleong/dl_project_eval/DeepFilterNet/models/df2_shrunk/checkpoints/model_30.ckpt.best with epoch 30
2022-11-30 02:42:24 | INFO     | DF | Running on device cuda:2
2022-11-30 02:42:24 | INFO     | DF | Model loaded
2022-11-30 02:42:24 | INFO     | DF | Enhanced noisy audio file 'noisy7_SNRdb_0.0_clnsp7.wav' in 0.2s (RT factor: 0.041)
2022-11-30 02:42:25 | INFO     | DF | Running on torch 1.13.0+cu117
2022-11-30 02:42:25 | INFO     | DF | Running on host workstation3
2022-11-30 02:42:25 | INFO     | DF | Loading model settings of df2_shrunk
2022-11-30 02:42:25 | INFO     | DF | Initializing model `deepfilternet2`
2022-11-30 02:42:26 | INFO     | DF | Found checkpoint /home/tester/bokleong/dl_project_eval/DeepFilterNet/models/df2_shrunk/checkpoints/model_30.ckpt.best with epoch 30
2022-11-30 02:42:26 | INFO     | DF | Running on device cuda:2
2022-11-30 02:42:26 | INFO     | DF | Model loaded
2022-11-30 02:42:26 | INFO     | DF | Enhanced noisy audio file 'noisy7_SNRdb_10.0_clnsp7.wav' in 0.2s (RT factor: 0.042)
2022-11-30 02:42:28 | INFO     | DF | Running on torch 1.13.0+cu117
2022-11-30 02:42:28 | INFO     | DF | Running on host workstation3
2022-11-30 02:42:28 | INFO     | DF | Loading model settings of df2_shrunk
2022-11-30 02:42:28 | INFO     | DF | Initializing model `deepfilternet2`
2022-11-30 02:42:28 | INFO     | DF | Found checkpoint /home/tester/bokleong/dl_project_eval/DeepFilterNet/models/df2_shrunk/checkpoints/model_30.ckpt.best with epoch 30
2022-11-30 02:42:28 | INFO     | DF | Running on device cuda:2
2022-11-30 02:42:28 | INFO     | DF | Model loaded
2022-11-30 02:42:29 | INFO     | DF | Enhanced noisy audio file 'noisy7_SNRdb_20.0_clnsp7.wav' in 0.2s (RT factor: 0.042)
2022-11-30 02:42:30 | INFO     | DF | Running on torch 1.13.0+cu117
2022-11-30 02:42:30 | INFO     | DF | Running on host workstation3
2022-11-30 02:42:30 | INFO     | DF | Loading model settings of df2_shrunk
2022-11-30 02:42:30 | INFO     | DF | Initializing model `deepfilternet2`
2022-11-30 02:42:31 | INFO     | DF | Found checkpoint /home/tester/bokleong/dl_project_eval/DeepFilterNet/models/df2_shrunk/checkpoints/model_30.ckpt.best with epoch 30
2022-11-30 02:42:31 | INFO     | DF | Running on device cuda:2
2022-11-30 02:42:31 | INFO     | DF | Model loaded
2022-11-30 02:42:31 | INFO     | DF | Enhanced noisy audio file 'noisy7_SNRdb_30.0_clnsp7.wav' in 0.2s (RT factor: 0.042)
2022-11-30 02:42:32 | INFO     | DF | Running on torch 1.13.0+cu117
2022-11-30 02:42:32 | INFO     | DF | Running on host workstation3
2022-11-30 02:42:32 | INFO     | DF | Loading model settings of df2_shrunk
2022-11-30 02:42:32 | INFO     | DF | Initializing model `deepfilternet2`
2022-11-30 02:42:33 | INFO     | DF | Found checkpoint /home/tester/bokleong/dl_project_eval/DeepFilterNet/models/df2_shrunk/checkpoints/model_30.ckpt.best with epoch 30
2022-11-30 02:42:33 | INFO     | DF | Running on device cuda:2
2022-11-30 02:42:33 | INFO     | DF | Model loaded
2022-11-30 02:42:34 | INFO     | DF | Enhanced noisy audio file 'noisy7_SNRdb_40.0_clnsp7.wav' in 0.2s (RT factor: 0.042)
2022-11-30 02:42:35 | INFO     | DF | Running on torch 1.13.0+cu117
2022-11-30 02:42:35 | INFO     | DF | Running on host workstation3
2022-11-30 02:42:35 | INFO     | DF | Loading model settings of df2_shrunk
2022-11-30 02:42:35 | INFO     | DF | Initializing model `deepfilternet2`
2022-11-30 02:42:36 | INFO     | DF | Found checkpoint /home/tester/bokleong/dl_project_eval/DeepFilterNet/models/df2_shrunk/checkpoints/model_30.ckpt.best with epoch 30
2022-11-30 02:42:36 | INFO     | DF | Running on device cuda:2
2022-11-30 02:42:36 | INFO     | DF | Model loaded
2022-11-30 02:42:36 | INFO     | DF | Enhanced noisy audio file 'noisy8_SNRdb_0.0_clnsp8.wav' in 0.2s (RT factor: 0.037)
2022-11-30 02:42:37 | INFO     | DF | Running on torch 1.13.0+cu117
2022-11-30 02:42:37 | INFO     | DF | Running on host workstation3
2022-11-30 02:42:37 | INFO     | DF | Loading model settings of df2_shrunk
2022-11-30 02:42:37 | INFO     | DF | Initializing model `deepfilternet2`
2022-11-30 02:42:38 | INFO     | DF | Found checkpoint /home/tester/bokleong/dl_project_eval/DeepFilterNet/models/df2_shrunk/checkpoints/model_30.ckpt.best with epoch 30
2022-11-30 02:42:38 | INFO     | DF | Running on device cuda:2
2022-11-30 02:42:38 | INFO     | DF | Model loaded
2022-11-30 02:42:39 | INFO     | DF | Enhanced noisy audio file 'noisy8_SNRdb_10.0_clnsp8.wav' in 0.2s (RT factor: 0.037)
2022-11-30 02:42:40 | INFO     | DF | Running on torch 1.13.0+cu117
2022-11-30 02:42:40 | INFO     | DF | Running on host workstation3
2022-11-30 02:42:40 | INFO     | DF | Loading model settings of df2_shrunk
2022-11-30 02:42:40 | INFO     | DF | Initializing model `deepfilternet2`
2022-11-30 02:42:41 | INFO     | DF | Found checkpoint /home/tester/bokleong/dl_project_eval/DeepFilterNet/models/df2_shrunk/checkpoints/model_30.ckpt.best with epoch 30
2022-11-30 02:42:41 | INFO     | DF | Running on device cuda:2
2022-11-30 02:42:41 | INFO     | DF | Model loaded
2022-11-30 02:42:41 | INFO     | DF | Enhanced noisy audio file 'noisy8_SNRdb_20.0_clnsp8.wav' in 0.2s (RT factor: 0.037)
2022-11-30 02:42:42 | INFO     | DF | Running on torch 1.13.0+cu117
2022-11-30 02:42:42 | INFO     | DF | Running on host workstation3
2022-11-30 02:42:42 | INFO     | DF | Loading model settings of df2_shrunk
2022-11-30 02:42:42 | INFO     | DF | Initializing model `deepfilternet2`
2022-11-30 02:42:43 | INFO     | DF | Found checkpoint /home/tester/bokleong/dl_project_eval/DeepFilterNet/models/df2_shrunk/checkpoints/model_30.ckpt.best with epoch 30
2022-11-30 02:42:43 | INFO     | DF | Running on device cuda:2
2022-11-30 02:42:43 | INFO     | DF | Model loaded
2022-11-30 02:42:44 | INFO     | DF | Enhanced noisy audio file 'noisy8_SNRdb_30.0_clnsp8.wav' in 0.2s (RT factor: 0.037)
2022-11-30 02:42:45 | INFO     | DF | Running on torch 1.13.0+cu117
2022-11-30 02:42:45 | INFO     | DF | Running on host workstation3
2022-11-30 02:42:45 | INFO     | DF | Loading model settings of df2_shrunk
2022-11-30 02:42:45 | INFO     | DF | Initializing model `deepfilternet2`
2022-11-30 02:42:46 | INFO     | DF | Found checkpoint /home/tester/bokleong/dl_project_eval/DeepFilterNet/models/df2_shrunk/checkpoints/model_30.ckpt.best with epoch 30
2022-11-30 02:42:46 | INFO     | DF | Running on device cuda:2
2022-11-30 02:42:46 | INFO     | DF | Model loaded
2022-11-30 02:42:46 | INFO     | DF | Enhanced noisy audio file 'noisy8_SNRdb_40.0_clnsp8.wav' in 0.2s (RT factor: 0.038)
2022-11-30 02:42:47 | INFO     | DF | Running on torch 1.13.0+cu117
